Restaurant ID,Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Primary Cuisine,Cost Category,Popularity
6600970,Pizza íæ Bessa,30,Brasí_lia,Asa Sul,-47.91566667,-15.83116667,pizza,50,BRAZILIAN REAL(R$),No,No,No,2,3.2,11,pizza,High,0.001006036217303823
6600379,Sushi Loko,30,Brasí_lia,Asa Sul,-47.91566667,-15.831,japanese,80,BRAZILIAN REAL(R$),No,No,No,3,3.1,10,japanese,High,0.0009145783793671117
6600214,Beirute,30,Brasí_lia,Asa Sul,-47.9075,-15.82,arabian,90,BRAZILIAN REAL(R$),No,No,No,3,3.7,8,arabian,High,0.0007316627034936894
6601218,New Koto,30,Brasí_lia,Asa Sul,-47.91016667,-15.82733333,japanese,200,BRAZILIAN REAL(R$),No,No,No,4,3.7,5,japanese,High,0.00045728918968355586
6600060,Sandubas Cafí©,30,Brasí_lia,Asa Sul,-47.89016667,-15.797,"brazilian, cafe",30,BRAZILIAN REAL(R$),No,No,No,1,0.0,2,brazilian,High,0.00018291567587342235
6600083,Villa Tevere,30,Brasí_lia,Asa Sul,-47.92366667,-15.83133333,italian,150,BRAZILIAN REAL(R$),No,No,No,4,4.1,12,italian,High,0.001097494055240534
6601515,Rovereto,30,Brasí_lia,íguas Claras,-48.019,-15.83716667,pizza,100,BRAZILIAN REAL(R$),No,No,No,4,3.1,9,pizza,High,0.0008231205414304006
6601361,Buena Carne,30,Brasí_lia,íguas Claras,-48.01909167,-15.839775,"bar food, brazilian",60,BRAZILIAN REAL(R$),No,No,No,3,3.6,9,bar food,High,0.0008231205414304006
6601602,Taco Pep,30,Brasí_lia,íguas Claras,-48.01666667,-15.83483333,"mexican, grill",100,BRAZILIAN REAL(R$),No,No,No,4,4.3,29,mexican,High,0.0026522773001646243
6601589,Coco Bambu,30,Brasí_lia,"Brasí_lia Shopping, Asa Norte",-47.889,-15.7865,international,230,BRAZILIAN REAL(R$),No,No,No,4,4.2,17,international,High,0.00155478324492409
6601862,Taypíç,30,Brasí_lia,Lago Sul,-47.872359,-15.860621,"peruvian, latin american",100,BRAZILIAN REAL(R$),No,No,No,4,3.6,5,peruvian,High,0.00045728918968355586
6601595,Outback Steakhouse,30,Brasí_lia,"ParkShopping, Guaríç I",-47.95628333,-15.83451389,"american, grill",150,BRAZILIAN REAL(R$),No,No,No,4,4.0,10,american,High,0.0009145783793671117
6601158,Manzuíç,30,Brasí_lia,"Pontí£o Lago Sul, Lago Sul",-47.87283333,-15.82566667,seafood,240,BRAZILIAN REAL(R$),No,No,No,4,3.2,6,seafood,High,0.000548747027620267
6600427,Coco Bambu,30,Brasí_lia,Setor De Clubes Esportivos Sul,-47.8685,-15.819,international,230,BRAZILIAN REAL(R$),No,No,No,4,4.9,30,international,High,0.0027437351381013352
6600116,Gero,30,Brasí_lia,"Shopping Iguatemi, Lago Norte",-47.885812,-15.720118,italian,350,BRAZILIAN REAL(R$),No,No,No,4,3.3,8,italian,High,0.0007316627034936894
6601457,Brazilian American Burgers,30,Brasí_lia,Sudoeste,-47.92102778,-15.79753056,"american, burger",50,BRAZILIAN REAL(R$),No,No,No,2,3.6,9,american,High,0.0008231205414304006
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,Barra da Tijuca,-43.377,-23.0115,"seafood, bar food, brazilian",140,BRAZILIAN REAL(R$),No,No,No,4,4.0,7,seafood,High,0.0006402048655569782
7304307,Confeitaria Colombo,30,Rio de Janeiro,Centro,-43.178826,-22.905293,"desserts, cafe",100,BRAZILIAN REAL(R$),No,No,No,4,4.8,29,desserts,High,0.0026522773001646243
7301215,Bibi,30,Rio de Janeiro,Copacabana,-43.18669167,-22.97207222,"juices, healthy food",60,BRAZILIAN REAL(R$),No,No,No,3,4.7,24,juices,High,0.002194988110481068
7300596,Cervantes,30,Rio de Janeiro,Copacabana,-43.17583333,-22.96216667,"beverages, bar food, fast food",90,BRAZILIAN REAL(R$),No,No,No,3,4.5,29,beverages,High,0.0026522773001646243
7300612,Amir,30,Rio de Janeiro,Copacabana,-43.176,-22.96516667,lebanese,170,BRAZILIAN REAL(R$),No,No,No,4,4.2,11,lebanese,High,0.001006036217303823
7300704,TT Burger,30,Rio de Janeiro,"Galeria River, Copacabana",-43.191,-22.98683333,burger,60,BRAZILIAN REAL(R$),No,No,No,3,4.8,19,burger,High,0.0017376989207975124
7300955,Braseiro da Gíçvea,30,Rio de Janeiro,Gíçvea,-43.227042,-22.973507,"brazilian, bar food",100,BRAZILIAN REAL(R$),No,No,No,4,4.9,40,brazilian,High,0.003658313517468447
7300521,Balada Mix,30,Rio de Janeiro,Ipanema,-43.211425,-22.98520833,"brazilian, healthy food, juices, pizza",90,BRAZILIAN REAL(R$),No,No,No,3,4.6,21,brazilian,High,0.0019206145966709346
7300515,Garota de Ipanema,30,Rio de Janeiro,Ipanema,-43.203,-22.98533333,"brazilian, bar food",120,BRAZILIAN REAL(R$),No,No,No,4,4.9,49,brazilian,High,0.004481434058898848
7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,Ipanema,-43.20520833,-22.98531944,brazilian,170,BRAZILIAN REAL(R$),No,No,No,4,4.6,21,brazilian,High,0.0019206145966709346
7301064,Filí© de Ouro,30,Rio de Janeiro,Lagoa,-43.219563,-22.966647,brazilian,90,BRAZILIAN REAL(R$),No,No,No,3,4.3,14,brazilian,High,0.0012804097311139564
7304312,D.O.C Ristorante,30,Rio de Janeiro,"Le Monde, Barra da Tijuca",-43.34879167,-22.99991111,italian,150,BRAZILIAN REAL(R$),No,No,No,4,4.0,5,italian,High,0.00045728918968355586
7300004,Sushi Leblon,30,Rio de Janeiro,Leblon,-43.227,-22.98416667,japanese,250,BRAZILIAN REAL(R$),No,No,No,4,4.6,25,japanese,High,0.0022864459484177794
7300868,Talho Capixaba,30,Rio de Janeiro,Leblon,-43.22566667,-22.98516667,"bakery, sandwich, brazilian",120,BRAZILIAN REAL(R$),No,No,No,4,4.4,13,bakery,High,0.0011889518931772452
7302637,Leme Light,30,Rio de Janeiro,Leme,-43.17279167,-22.963925,brazilian,40,BRAZILIAN REAL(R$),No,No,No,2,4.2,7,brazilian,High,0.0006402048655569782
7302140,Shirley,30,Rio de Janeiro,Leme,-43.17126389,-22.96337222,"brazilian, seafood",250,BRAZILIAN REAL(R$),No,No,No,4,4.2,8,brazilian,High,0.0007316627034936894
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,Madureira,-43.341164,-22.870413,"bar food, brazilian",70,BRAZILIAN REAL(R$),No,No,No,3,0.0,1,bar food,High,9.145783793671118e-05
7302898,Aprazí_vel,30,Rio de Janeiro,Santa Teresa,-43.18736944,-22.92481389,brazilian,300,BRAZILIAN REAL(R$),No,No,No,4,4.7,44,brazilian,High,0.004024144869215292
7302859,Aconchego Carioca,30,Rio de Janeiro,Tijuca,-43.21551111,-22.91370833,"brazilian, bar food",85,BRAZILIAN REAL(R$),No,No,No,3,4.6,24,brazilian,High,0.002194988110481068
7301700,Garota de Ipanema,30,Rio de Janeiro,Urca,-43.16266667,-22.94783333,"brazilian, bar food",80,BRAZILIAN REAL(R$),No,No,No,3,4.3,10,brazilian,High,0.0009145783793671117
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,"Bela Vista, Centro",-46.64516667,-23.55066667,"italian, pizza",250,BRAZILIAN REAL(R$),No,No,No,4,4.5,49,italian,High,0.004481434058898848
6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,"Bela Vista, Centro",-46.64633333,-23.559,"steak, bbq",250,BRAZILIAN REAL(R$),No,No,No,4,4.4,17,steak,High,0.00155478324492409
6711179,Gopala Hari,30,Sí£o Paulo,Consolaí_í£o,-46.65866667,-23.55616667,indian,70,BRAZILIAN REAL(R$),No,No,No,3,3.1,5,indian,High,0.00045728918968355586
6702797,Jiquitaia,30,Sí£o Paulo,Consolaí_í£o,-46.657523,-23.55671,brazilian,100,BRAZILIAN REAL(R$),No,No,No,4,4.1,15,brazilian,High,0.0013718675690506676
6700475,Skye - Hotel Unique,30,Sí£o Paulo,"Hotel Unique, Jardim Paulista",-46.666851,-23.581688,"beverages, international",300,BRAZILIAN REAL(R$),No,No,No,4,4.8,59,beverages,High,0.0053960124382659595
6713413,Les 3 Brasseurs,30,Sí£o Paulo,Itaim Bibi,-46.67511,-23.582135,"french, brazilian, beverages",120,BRAZILIAN REAL(R$),No,No,No,4,4.6,30,french,High,0.0027437351381013352
6714340,Red Steak & Burger,30,Sí£o Paulo,Itaim Bibi,-46.683888,-23.585324,"brazilian, grill",75,BRAZILIAN REAL(R$),No,No,No,3,3.9,5,brazilian,High,0.00045728918968355586
6710645,Cantinho da Gula,30,Sí£o Paulo,Itaim Bibi,-46.67566667,-23.581,brazilian,55,BRAZILIAN REAL(R$),No,No,No,2,0.0,0,brazilian,High,0.0
6700402,Paris 6 Classique,30,Sí£o Paulo,Jardim Paulista,-46.666041,-23.561568,french,200,BRAZILIAN REAL(R$),No,No,No,4,3.4,73,french,High,0.006676422169379916
6700846,Kawa Sushi,30,Sí£o Paulo,Jardim Paulista,-46.657418,-23.571638,"sushi, japanese",120,BRAZILIAN REAL(R$),No,No,No,4,3.5,9,sushi,High,0.0008231205414304006
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,Jardim Paulista,-46.66983333,-23.5655,"bbq, grill, brazilian",300,BRAZILIAN REAL(R$),No,No,No,4,4.3,39,bbq,High,0.003566855679531736
6711666,Kinoshita,30,Sí£o Paulo,Moema,-46.67133333,-23.59233333,sushi,230,BRAZILIAN REAL(R$),No,No,No,4,3.9,12,sushi,High,0.001097494055240534
6701257,Meats,30,Sí£o Paulo,Pinheiros,-46.68133333,-23.56483333,"gourmet fast food, burger",120,BRAZILIAN REAL(R$),No,No,No,4,4.3,68,gourmet fast food,High,0.00621913297969636
6706211,Paribar,30,Sí£o Paulo,Repí_blica,-46.64159444,-23.54664167,"brazilian, italian",150,BRAZILIAN REAL(R$),No,No,No,4,4.3,46,brazilian,High,0.004207060545088714
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,Repí_blica,-46.643425,-23.545163,italian,400,BRAZILIAN REAL(R$),No,No,No,4,4.4,37,italian,High,0.0033839400036583134
6701419,Divino Fogí£o,30,Sí£o Paulo,"Shopping MetríÇ Santa Cruz, Vila Mariana",-46.63716667,-23.5995,"brazilian, mineira",65,BRAZILIAN REAL(R$),No,No,No,3,0.0,2,brazilian,High,0.00018291567587342235
6703956,Super Grill,30,Sí£o Paulo,"Shopping Morumbi, Santo Amaro",-46.698574,-23.622925,brazilian,50,BRAZILIAN REAL(R$),No,No,No,2,0.0,2,brazilian,High,0.00018291567587342235
6709580,Esquina Mocotí_,30,Sí£o Paulo,Vila Maria,-46.581672,-23.486535,"brazilian, north eastern",100,BRAZILIAN REAL(R$),No,No,No,4,4.4,22,brazilian,High,0.002012072434607646
6703176,Veloso,30,Sí£o Paulo,Vila Mariana,-46.63566667,-23.58516667,"brazilian, bar food, beverages",70,BRAZILIAN REAL(R$),No,No,No,3,4.6,58,brazilian,High,0.0053045546003292485
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,Vila SíÇnia,-46.746958,-23.609207,"lebanese, arabian",120,BRAZILIAN REAL(R$),No,No,No,4,4.1,11,lebanese,High,0.001006036217303823
17284404,Austin's BBQ and Oyster Bar,216,Albany,Albany,-84.221535,31.610387,"bbq, burger, seafood",25,DOLLAR($),No,No,No,2,3.3,35,bbq,Medium,0.003201024327784891
17284203,BJ's Country Buffet,216,Albany,Albany,-84.207095,31.608743,"american, bbq",10,DOLLAR($),No,No,No,1,3.3,25,american,Low,0.0022864459484177794
17284105,Cookie Shoppe,216,Albany,Albany,-84.154,31.5772,unknown,0,DOLLAR($),No,No,No,1,3.4,34,unknown,Low,0.00310956648984818
17284302,El Vaquero Mexican Restaurant,216,Albany,Albany,-84.2194,31.6158,mexican,0,DOLLAR($),No,No,No,1,3.4,45,mexican,Low,0.004115602707152003
17284397,Elements Coffee Co - Northwest,216,Albany,Albany,-84.206944,31.622412,"coffee and tea, sandwich",10,DOLLAR($),No,No,No,1,3.4,26,coffee and tea,Low,0.0023779037863544904
17284211,Pearly's Famous Country Cookng,216,Albany,Albany,-84.1759,31.5882,unknown,0,DOLLAR($),No,No,No,1,3.4,36,unknown,Low,0.0032924821657216025
17284094,Chick-fil-A,216,Albany,Albany,-84.2193,31.616,fast food,10,DOLLAR($),No,No,No,1,3.5,67,fast food,Low,0.006127675141759649
17284409,Guang Zhou Chinese Restaurant,216,Albany,Albany,-84.2091458,31.6155186,"asian, chinese, vegetarian",10,DOLLAR($),No,No,No,1,3.9,141,asian,Low,0.012895555149076275
17284139,Harvest Moon,216,Albany,Albany,-84.205718,31.604905,"pizza, bar food, sandwich",25,DOLLAR($),No,No,No,2,3.7,147,pizza,Medium,0.013444302176696543
17284403,Henry Campbell's Steakhouse,216,Albany,Albany,-84.223278,31.612121,"steak, tapas, bar food",70,DOLLAR($),No,No,No,4,3.5,51,steak,High,0.00466434973477227
17284145,Hong Kong Cafe,216,Albany,Albany,-84.2191,31.6156,"chinese, seafood, vegetarian",25,DOLLAR($),No,No,No,2,3.6,88,chinese,Medium,0.008048289738430584
17284150,House of China Restaurant II,216,Albany,Albany,-84.212,31.6104,chinese,10,DOLLAR($),No,No,No,1,3.8,153,chinese,Low,0.01399304920431681
17284158,Jimmie's Hot Dogs,216,Albany,Albany,-84.1534,31.5751,unknown,10,DOLLAR($),No,No,No,1,3.9,160,unknown,Low,0.014633254069873787
17284175,Locos Grill & Pub,216,Albany,Albany,-84.2228,31.6077,"american, burger, sandwich",25,DOLLAR($),No,No,No,2,3.5,57,american,Medium,0.005213096762392537
17284179,Longhorn Steakhouse,216,Albany,Albany,-84.2229,31.6185,"american, steak",25,DOLLAR($),No,No,No,2,3.5,58,american,Medium,0.0053045546003292485
17284197,Mikata Japanese Steakhouse,216,Albany,Albany,-84.2164,31.6137,"japanese, steak, sushi",40,DOLLAR($),No,No,No,3,3.6,115,japanese,High,0.010517651362721786
17284241,Shogun Japanese Steak House,216,Albany,Albany,-84.2233,31.6118,"japanese, steak, sushi",40,DOLLAR($),No,No,No,3,3.5,51,japanese,High,0.00466434973477227
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,Albany,-84.205025,31.605882,"seafood, tapas, bar food",40,DOLLAR($),No,No,No,3,3.8,250,seafood,High,0.022864459484177795
17284279,Villa Gargano,216,Albany,Albany,-84.1757,31.5985,"italian, pizza",10,DOLLAR($),No,No,No,1,3.7,117,italian,Low,0.010700567038595208
17284364,3 Squares Diner,216,Albany,Sylvester,-83.8389,31.5308,"american, breakfast, diner",10,DOLLAR($),No,No,No,1,3.4,20,american,Low,0.0018291567587342234
16611114,Whitebull Hotel,14,Armidale,Armidale,151.6688792,-30.5147169,"bar food, steak",20,DOLLAR($),No,No,No,2,3.5,25,bar food,Medium,0.0022864459484177794
17293281,Last Resort Grill,216,Athens,Athens,-83.378273,33.957999,"american, southern, southwestern",40,DOLLAR($),No,No,No,3,4.5,1821,american,High,0.16654472288275105
17293301,Mama's Boy Restaurant,216,Athens,Athens,-83.3654,33.9535,southern,10,DOLLAR($),No,No,No,1,4.5,849,southern,Low,0.07764770440826779
17293409,Sr. Sol 1,216,Athens,Athens,-83.4293,33.9652,mexican,10,DOLLAR($),No,No,No,1,4.6,917,mexican,Low,0.08386683738796415
17293163,Choo Choo Eastside,216,Athens,Athens,-83.3389,33.9259,"japanese, korean",10,DOLLAR($),No,No,No,1,3.9,439,japanese,Low,0.04014999085421621
17293228,The Grill,216,Athens,Athens,-83.375523,33.958198,"breakfast, burger, sandwich",10,DOLLAR($),No,No,No,1,3.7,289,breakfast,Low,0.02643131516370953
17293880,Big City Bread Cafe,216,Athens,Athens,-83.384004,33.959392,"breakfast, sandwich",10,DOLLAR($),No,No,No,1,4.3,558,breakfast,Low,0.05103347356868484
17293169,Clocked,216,Athens,Athens,-83.3797,33.9584,"american, burger, sandwich",10,DOLLAR($),No,No,No,1,4.2,613,american,Low,0.05606365465520395
17293186,DePalma's Italian Cafe - Downtown,216,Athens,Athens,-83.373596,33.958112,"american, italian, pizza",25,DOLLAR($),No,No,No,2,4.0,353,american,Medium,0.032284616791659046
17293180,DePalma's Italian Cafe - East Side,216,Athens,Athens,-83.33995,33.924275,"american, italian, pizza",25,DOLLAR($),No,No,No,2,4.1,387,american,Medium,0.03539418328150722
17293205,Five & Ten,216,Athens,Athens,-83.3872482,33.9415545,american,40,DOLLAR($),No,No,No,3,4.3,755,american,High,0.06905066764221694
17293229,Grit,216,Athens,Athens,-83.381625,33.960112,"international, southern, vegetarian",10,DOLLAR($),No,No,No,1,4.2,800,international,Low,0.07316627034936894
17293897,Ike & Jane,216,Athens,Athens,-83.400887,33.963296,sandwich,10,DOLLAR($),No,No,No,1,4.1,350,sandwich,Low,0.03201024327784891
17293273,La Dolce Vita Ristorante,216,Athens,Athens,-83.4075,33.9584,italian,40,DOLLAR($),No,No,No,3,4.1,464,italian,High,0.04243643680263399
17293870,Shokitini,216,Athens,Athens,-83.379251,33.957503,"asian, japanese, sushi",25,DOLLAR($),No,No,No,2,4.2,550,asian,Medium,0.05030181086519115
17293877,Taqueria Del Sol,216,Athens,Athens,-83.383605,33.960571,"mexican, spanish",10,DOLLAR($),No,No,No,1,4.1,543,mexican,Low,0.04966160599963417
17293890,The National,216,Athens,Athens,-83.37967,33.959468,"international, southern",40,DOLLAR($),No,No,No,3,4.1,465,international,High,0.0425278946405707
17293915,The Royal Peasant,216,Athens,Athens,-83.38728,33.937502,bar food,10,DOLLAR($),No,No,No,1,4.4,546,bar food,Low,0.0499359795134443
17293422,Transmetropolitan,216,Athens,Athens,-83.3764,33.9584,"italian, pizza, sandwich",10,DOLLAR($),No,No,No,1,4.4,1098,italian,Low,0.10042070605450887
17293873,Trappeze Pub,216,Athens,Athens,-83.378881,33.958363,"burger, bar food",25,DOLLAR($),No,No,No,2,4.2,579,burger,Medium,0.052954088165355774
17294014,Viva! Argentine Cuisine,216,Athens,Athens,-83.3828224,33.9600227,"desserts, latin american, argentine",10,DOLLAR($),No,No,No,1,4.1,374,desserts,Low,0.03420523138832998
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,Augusta,-82.0865,33.4721,"chinese, steak",40,DOLLAR($),No,No,No,3,4.6,717,chinese,High,0.06557526980062191
17294607,Rae's Coastal Cafe,216,Augusta,Augusta,-82.0698,33.4791,"american, caribbean, seafood",40,DOLLAR($),No,No,No,3,4.9,548,american,High,0.050118895189317725
17294279,The Bee's Knees,216,Augusta,Augusta,-81.97,33.4765,"international, tapas, vegetarian",25,DOLLAR($),No,No,No,2,4.5,631,international,Medium,0.05770989573806475
17294300,Boll Weevil Cafe,216,Augusta,Augusta,-81.9684,33.474,"desserts, sandwich, southern",10,DOLLAR($),No,No,No,1,3.9,372,desserts,Low,0.034022315712456556
17295215,Farmhaus Burger,216,Augusta,Augusta,-81.973006,33.477444,"american, burger",25,DOLLAR($),No,No,No,2,3.9,201,american,Medium,0.018383025425278945
17295028,Manuel's Bread Cafe,216,Augusta,Augusta,-81.965571,33.481779,"breakfast, french",40,DOLLAR($),No,No,No,3,3.8,332,breakfast,High,0.03036400219498811
17294642,Sconyers Bar B Que,216,Augusta,Augusta,-82.0327,33.4086,bbq,25,DOLLAR($),No,No,No,2,3.5,304,bbq,Medium,0.0278031827327602
17295109,Frog Hollow Tavern,216,Augusta,Augusta,-81.974944,33.478231,american,40,DOLLAR($),No,No,No,3,4.3,368,american,High,0.03365648436070971
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,Augusta,-82.096,33.4827,"desserts, italian, pizza",25,DOLLAR($),No,No,No,2,4.1,430,desserts,Medium,0.039326870312785804
17294552,Mellow Mushroom,216,Augusta,Augusta,-81.9721,33.4778,"italian, pizza, sandwich",25,DOLLAR($),No,No,No,2,4.4,433,italian,Medium,0.03960124382659594
17294565,Nacho Mamas Burritos,216,Augusta,Augusta,-81.9694,33.4764,mexican,10,DOLLAR($),No,No,No,1,4.0,380,mexican,Low,0.034753978415950244
17294623,Rhinehart's Oyster Bar,216,Augusta,Augusta,-82.0505,33.5133,"bar food, sandwich, seafood",25,DOLLAR($),No,No,No,2,4.0,456,bar food,Medium,0.04170477409914029
17294712,Takosushi,216,Augusta,Augusta,-82.0301,33.4848,"mexican, southwestern, sushi",40,DOLLAR($),No,No,No,3,4.2,647,mexican,High,0.05917322114505213
17295033,The Chop House,216,Augusta,Augusta,-82.080788,33.467201,steak,40,DOLLAR($),No,No,No,3,4.0,360,steak,High,0.032924821657216025
17295069,The Taj of India,216,Augusta,Augusta,-82.0805493,33.5375868,indian,25,DOLLAR($),No,No,No,2,4.0,227,indian,Medium,0.020760929211633437
17294261,Augsburg Haus,216,Augusta,Evans,-82.143793,33.544342,german,25,DOLLAR($),No,No,No,2,3.9,290,german,Medium,0.02652277300164624
17295115,Pho Bac,216,Augusta,Evans,-82.126161,33.532249,vietnamese,10,DOLLAR($),No,No,No,1,4.1,270,vietnamese,Low,0.02469361624291202
17294836,Rhinehart's Oyster Bar,216,Augusta,Evans,-82.141284,33.521291,"burger, seafood",25,DOLLAR($),No,No,No,2,4.0,326,burger,Medium,0.029815255167367844
17294850,Thai Kitchen,216,Augusta,Evans,-82.1328,33.5406,thai,35,DOLLAR($),No,No,No,3,4.3,317,thai,High,0.028992134625937444
17294883,El Kiosco Mexican Restaurant,216,Augusta,Grovetown,-82.1997,33.4574,mexican,10,DOLLAR($),No,No,No,1,4.2,300,mexican,Low,0.02743735138101335
16608864,Taste of Balingup,14,Balingup,Balingup,115.9844924,-33.7845269,modern australian,20,DOLLAR($),No,No,No,2,3.2,21,modern australian,Medium,0.0019206145966709346
16604911,Bridge Road Brewers,14,Beechworth,Beechworth,146.685852,-36.360439,"pizza, bar food",20,DOLLAR($),No,No,No,2,4.6,237,pizza,Medium,0.021675507591000547
